Difference,Predicted,Test Data
-1359,1994,635
-619,1538,918
6663,1436,8099
-2380,4080,1699
6469,1630,8099
192,2307,2499
-459,3059,2600
-52,1552,1500
-579,1979,1399
11666,2633,14300
5829,2270,8099
449,2050,2499
-876,1289,413
-684,1660,975
-780,1535,755
-276,965,689
-45,1445,1399
-768,1868,1099
3,1096,1099
12429,2170,14600
-929,1550,621
-402,1348,945
-300,1400,1099
-712,1387,675
-467,1355,888
-380,1680,1300
-397,1214,817
-490,1118,627
-916,1746,829
-1036,3236,2199
572,1227,1800
-427,1427,999
-1050,2250,1200
-964,1837,872
-352,1352,999
4624,1275,5899
1209,2190,3399
-176,1064,888
-1155,2015,859
319,2380,2699
-142,1342,1200
-955,1364,409
1389,1910,3300
387,1312,1699
-19,2419,2400
-774,1325,551
11,1288,1300
-107,1095,988
-552,1376,824
10,1189,1200
2685,1414,4099
5502,2697,8199
-41,1141,1099
-208,938,730
1227,1272,2499
-253,1210,957
-551,1751,1200
571,1128,1699
-179,987,807
-837,1595,758
2839,1460,4300
-473,1108,635
1834,2165,3999
1563,1336,2900
-1057,2157,1099
-1730,2397,666
-508,1407,898
4732,1867,6600
-210,1132,922
247,1552,1800
-171,1271,1099
-403,1603,1200
815,2084,2900
-306,1506,1200
1977,2622,4600
-434,1534,1099
364,2135,2499
-819,1819,999
-219,1519,1300
-444,1388,943
-679,1617,937
77,1722,1800
-476,1400,923
102,2497,2600
808,2891,3699
-347,1303,955
213,728,942
-677,1495,817
82,1517,1599
-73,996,922
-1387,2587,1200
-1413,2233,819
-952,1764,812
-436,980,543
-1365,2192,826
-860,1237,377
9123,1776,10900
-147,1247,1099
362,1637,1999
703,2196,2900
-852,1952,1099
-201,1401,1200
57,1342,1399
-284,1128,844
-632,1832,1200
1745,1554,3300
2054,1645,3699
-1152,1573,420
1495,3004,4500
22,1577,1599
-984,1741,756
301,1098,1399
13753,1246,15000
-346,1013,666
9,1490,1500
-1255,2555,1300
-659,2659,1999
-146,1346,1200
5924,2275,8199
-80,1580,1500
8872,2027,10900
-1005,2905,1900
188,3411,3599
-894,2294,1399
-826,1800,974
3293,4306,7600
21,2078,2100
17809,1590,19400
-41,1341,1300
-1735,3035,1300
-856,2956,2100
-198,2598,2400
-372,2872,2499
-566,2066,1500
1918,2881,4800
-1537,2837,1300
-1001,1184,183
-511,1711,1200
-653,1632,978
-1140,3040,1900
-601,2201,1599
-744,1944,1200
985,2514,3499
-645,1745,1099
-1048,1163,115
-469,1469,999
-1067,1795,728
-22,1122,1099
-572,1494,922
5138,1661,6799
-277,1477,1200
5520,1579,7099
256,2043,2300
-597,1597,999
6163,3136,9300
867,2732,3599
-360,1460,1099
-139,2739,2600
2,997,999
-791,1891,1099
-530,1630,1099
3496,2603,6099
752,1247,1999
-408,1508,1099
-354,2454,2100
-185,1885,1699
1332,3267,4600
-3595,5695,2100
4762,2137,6899
-330,2430,2100
-1031,2331,1300
1479,1220,2699
-338,1438,1099
-1884,4284,2400
-1090,2090,999
5161,3338,8500
-835,3035,2199
-104,1504,1399
-1181,2181,999
-296,1496,1200
4179,2720,6899
-451,1379,928
-715,1815,1099
-401,2001,1599
502,2097,2600
-914,1888,974
29,1870,1900
10,1189,1200
-666,1532,865
-33,2133,2100
-241,1941,1699
-1529,2529,999
20352,1747,22099
-203,1203,999
46,1053,1099
-530,1447,916
-176,1276,1099
250,1849,2100
-1141,2141,999
844,2755,3599
-717,1434,716
171,928,1099
9735,1864,11599
4586,2513,7099
423,1676,2100
251,638,890
492,1707,2199
-146,2146,1999
-854,2254,1399
-91,3191,3099
-500,1105,605
-436,1836,1399
-971,1572,601
-1208,1916,707
-232,1432,1200
-1624,2624,999
-853,1684,831
309,1590,1900
-1006,2006,999
-1052,1441,388
427,872,1300
581,1018,1599
-709,2109,1399
489,2210,2699
-244,1344,1099
-1214,1767,553
-487,1472,985
-370,1286,915
-1258,1877,619
-534,1233,698
-618,1718,1099
-274,1574,1300
4200,2099,6299
1782,1917,3699
-740,1513,773
430,1269,1699
165,2634,2799
13765,1234,15000
263,1136,1399
-164,1264,1099
4184,1315,5499
-1214,2414,1200
-1573,2396,823
-1213,1670,457
-660,1294,633
3351,2548,5899
-961,1850,889
-641,1841,1200
-614,1048,434
-976,2076,1099
-1264,2258,994
-1342,2290,947
-83,1074,991
-731,1609,878
8693,1306,10000
3394,1805,5200
-129,1069,940
-82,1182,1099
-646,920,274
146,953,1099
-216,1416,1200
-405,1505,1099
9510,3189,12700
-633,3133,2499
-765,1415,649
-1127,1754,627
-1392,2090,698
-520,1201,680
471,1928,2400
-1185,2685,1500
-912,1627,714
4192,1807,5999
1670,1529,3200
10817,2482,13300
-1468,2768,1300
697,3302,3999
-675,1304,629
1187,1712,2900
7183,1916,9100
1371,1428,2799
2173,2526,4699
-1942,3242,1300
-783,1767,983
-1665,2965,1300
-596,1696,1099
-1056,2026,970
2266,2733,5000
2094,2605,4699
6693,2706,9399
-1137,2237,1099
-1108,2408,1300
6,1893,1900
-324,1268,943
10044,1755,11799
-1329,2629,1300
947,1452,2400
-205,1205,999
-160,2060,1900
-320,1920,1599
2471,1428,3899
-4,1504,1500
-464,2364,1900
-1253,1717,464
-780,1280,499
1645,1654,3300
2618,1681,4300
675,2124,2799
-1744,2501,756
-1200,1983,782
-363,1463,1099
5803,2696,8500
303,2196,2499
-868,2568,1699
487,1712,2199
1659,2140,3800
9192,2407,11599
-177,1163,985
100,1099,1200
476,2523,2999
-920,1595,675
1713,2386,4099
-68,1268,1200
-344,1026,682
-197,1397,1200
-865,1965,1099
-542,1188,646
-225,913,687
-551,1314,762
10698,2401,13100
7682,1817,9499
-432,1295,862
3787,2012,5799
-242,1019,776
-914,1649,734
327,972,1300
-980,1773,792
-972,1618,646
2517,1482,3999
-752,2252,1500
-968,1606,637
-1634,2141,507
-1577,2677,1099
-1018,2018,999
22,1377,1399
-4148,4876,728
-1131,2055,923
-718,2218,1500
-1571,2571,999
-1490,1961,471
15466,2033,17500
-253,1253,999
8794,1605,10400
294,2605,2900
-1102,1821,719
-618,2418,1800
-697,1451,754
-108,1508,1399
310,1589,1900
-779,2079,1300
-1342,2442,1099
359,2140,2499
-378,1778,1399
-1493,2198,705
-351,2451,2100
-2039,2867,827
1318,1881,3200
-501,1215,713
-363,1253,890
3107,2192,5299
515,1784,2300
-277,1577,1300
-1093,2293,1200
-494,3094,2600
-87,1387,1300
-295,1226,931
1405,1794,3200
-214,1314,1099
556,1243,1800
-921,1833,911
1044,2955,3999
1432,2267,3699
-164,1036,872
-675,930,254
-345,1345,999
426,1573,1999
-394,1237,843
1787,2212,3999
1475,1624,3099
15499,3100,18600
2441,2158,4600
-503,1503,999
-1297,2497,1200
4989,2810,7799
-339,2439,2100
558,941,1500
-784,1884,1099
-998,1732,733
-864,1769,904
-306,822,516
-408,1408,999
120,879,999
-121,879,758
-651,1751,1099
60,1139,1200
-479,1232,752
-403,1399,995
233,1266,1500
317,2982,3300
-215,1199,983
27,874,902
28,962,991
-334,1086,752
-573,1151,578
-164,2164,1999
-508,1010,501
-1732,2728,995
-918,1329,410
1317,2882,4200
390,1109,1500
-448,972,523
-62,1162,1099
-99,1099,999
533,1566,2100
-267,1567,1300
-476,1255,779
1844,2455,4300
-332,1129,797
-582,1982,1399
6,1993,1999
-683,1556,872
-464,1362,898
25,803,829
163,836,999
197,1002,1200
-331,992,660
4831,1168,5999
-1366,3566,2199
-1269,2669,1399
1655,2244,3899
-1456,2163,707
38,1161,1200
-34,1634,1599
14680,1319,16000
801,1898,2699
379,2320,2699
-1386,3286,1900
392,1207,1599
-1033,2933,1900
-102,1102,999
-500,1208,707
-1082,1707,624
-1609,2440,831
-965,2465,1500
-1392,2592,1200
2223,2476,4699
-1129,1882,752
585,4714,5299
-28,1328,1300
2673,2726,5400
-2,1102,1099
1707,1092,2799
-207,1507,1300
-1160,2260,1099
-205,931,725
-373,1266,892
19,1880,1900
-2172,2832,659
295,2704,2999
-962,1447,485
4625,2074,6699
-533,1205,672
-757,1583,825
-231,2231,1999
-379,2479,2100
2675,1724,4400
-935,2735,1800
420,1279,1699
62,1137,1200
-640,1133,492
3215,3184,6399
6191,1108,7300
-484,1884,1399
-432,1176,743
48,951,999
-919,1504,585
-448,1312,863
-942,2342,1399
531,1668,2199
-877,1292,414
-419,1248,829
1385,2114,3499
-349,1015,666
3692,2107,5799
-1740,2840,1099
-788,2488,1699
-576,1452,876
779,1320,2100
-54,1354,1300
1130,1269,2400
-42,982,940
-213,1074,860
-588,969,381
-776,2476,1699
-730,1203,472
-594,1124,530
-683,1597,913
-785,1500,714
1632,1167,2799
103,1396,1500
-831,1485,654
-330,1093,762
-97,2697,2600
-603,1513,909
346,1053,1399
-258,1207,949
-400,1202,802
-338,1083,745
2020,2279,4300
-200,1400,1200
758,1941,2699
2099,2400,4500
-798,1578,780
-1321,2154,833
118,2981,3099
-22,2222,2199
-260,1122,861
-1778,2160,382
-670,1404,733
-826,1236,410
1112,1987,3099
1847,1952,3800
-746,2046,1300
-545,1019,474
-398,1217,819
-68,1268,1200
2091,1708,3800
2092,2407,4500
-598,1581,982
-1784,2884,1099
-1025,1683,658
-374,1096,721
4202,3297,7500
803,1696,2499
-582,1303,721
-502,2602,2100
5013,2686,7700
128,1271,1399
-274,747,472
1968,1731,3699
-1604,2547,943
769,1330,2100
-991,1813,821
-365,1365,999
-814,1370,556
-381,888,507
-1128,1826,698
-162,1262,1099
-159,1157,998
-422,1416,994
-165,1565,1399
275,2024,2300
-107,1307,1200
4612,1987,6600
8029,3270,11300
5582,2317,7899
-1014,3314,2300
7704,3295,10999
21,2378,2400
-186,1151,965
-1186,1971,784
1992,1707,3699
-584,1558,974
14104,2295,16399
-672,1261,588
3392,2707,6099
5715,2184,7899
-1608,1918,310
3490,2009,5499
28,1071,1099
-562,1487,924
406,2293,2699
-1040,1796,756
-1078,2178,1099
-184,879,694
19,1280,1300
1291,1508,2799
-184,970,786
903,1496,2400
-441,2341,1900
326,2073,2400
1745,2754,4500
2050,1549,3599
-992,1992,999
-720,1589,869
6,1993,1999
954,1745,2699
-91,2091,1999
-767,2267,1500
8866,2233,11099
1003,1396,2400
-973,1492,518
-683,1476,792
-183,1883,1699
-567,1767,1200
-862,1360,497
-294,1240,945
411,1488,1900
1069,1830,2900
-181,1981,1800
2674,3225,5899
1650,2949,4600
-905,1784,878
682,4117,4800
-542,1357,815
-904,2404,1500
-123,1323,1200
2038,1661,3699
-348,2048,1699
2963,3236,6199
-708,3108,2400
-513,1261,748
235,1364,1599
-1574,4474,2900
14403,2296,16699
304,1495,1800
-229,1429,1200
1862,1337,3200
142,1057,1200
-590,1990,1399
-1014,2614,1599
-1405,2385,979
619,1680,2300
3029,2370,5400
-271,3371,3099
-1737,2587,850
-671,2371,1699
19617,2282,21899
-1180,2880,1699
-1648,2748,1099
-405,1246,841
-2863,4663,1800
4273,1826,6099
-260,1138,878
4211,2388,6600
397,1202,1599
515,2084,2600
-485,1120,635
458,1241,1699
-239,1162,922
-87,1087,999
-282,1195,912
-543,1943,1399
-614,1495,881
404,1595,1999
1089,1210,2300
-399,1345,945
354,1645,1999
-2216,3416,1200
2348,1951,4300
-730,2330,1599
-235,1435,1200
-988,2388,1399
-989,1573,584
-913,1428,515
-2361,2842,480
-517,1237,720
-862,1536,674
-219,1419,1200
-632,1732,1099
-544,1944,1399
-925,2925,1999
-176,983,807
-1069,2169,1099
-1236,2936,1699
71,1028,1099
-351,1063,712
178,921,1099
-626,1626,999
-325,1284,959
-2472,3472,999
-317,2317,1999
1595,1304,2900
-502,1184,682
525,1474,1999
-715,2115,1399
-723,1923,1200
5940,1759,7700
-73,802,729
-1480,2780,1300
-1514,2294,780
8522,2177,10699
-1251,2351,1099
4963,1636,6600
5030,1769,6799
6565,1934,8500
-262,1962,1699
-1309,1830,521
2854,1045,3899
-907,1476,569
-818,1789,971
-194,1594,1399
704,1795,2499
236,1663,1900
698,1701,2400
-539,1739,1200
1146,2053,3200
104,1895,1999
1603,2296,3899
-744,1258,514
-379,1223,844
-614,1302,687
-1276,2376,1099
31,1168,1200
-100,1005,904
-141,1341,1200
6622,2477,9100
-351,913,561
-1767,3167,1399
-812,1912,1099
283,1116,1399
-703,1235,532
4369,2030,6399
149,2950,3099
-596,1136,540
478,921,1399
-124,1424,1300
-807,2607,1800
-941,1871,929
-943,3043,2100
-1221,1869,647
909,1590,2499
1968,1431,3399
1331,1368,2699
3164,2135,5299
-2363,3337,974
-188,1188,999
-182,1035,853
1859,1540,3399
-127,1127,999
6394,1605,8000
2519,2680,5200
-245,1345,1099
58,1141,1200
-299,1899,1599
-67,3067,2999
129,2470,2600
-551,1361,809
177,1222,1399
-593,2093,1500
-44,1244,1200
-291,1591,1300
-366,1059,693
9793,1506,11300
6697,1602,8300
1734,1165,2900
5089,2110,7199
-81,1481,1399
-122,1122,999
312,787,1099
6489,2310,8800
-339,2139,1800
-100,1600,1500
-713,1632,918
-951,1835,883
41,1158,1200
621,1778,2400
-1224,1705,480
-171,1471,1300
-119,1093,974
2173,1526,3699
-1035,2035,999
137,1062,1200
-470,2570,2100
1507,1392,2900
-724,1658,934
-331,1431,1099
-587,1257,669
41,1158,1200
-113,865,752
-597,2997,2400
-117,1217,1099
428,1371,1800
-813,1490,677
-510,1202,691
3766,2833,6600
-473,1143,669
-1772,2711,939
299,800,1099
85,808,893
-621,1057,435
-547,1547,999
194,2605,2799
1170,3429,4600
-390,1104,713
-275,1375,1099
-1111,1643,532
-398,1598,1200
-354,1754,1399
-87,1058,971
-464,1964,1500
-1013,2113,1099
-503,1330,826
-1491,2591,1099
-565,1333,768
979,1620,2600
-358,1148,790
-1460,2349,889
-216,960,743
-210,717,507
2423,2276,4699
-860,1598,738
-80,1780,1699
-1175,3175,1999
-87,1087,999
-32,1132,1099
1023,1476,2499
-568,935,367
972,1327,2300
5428,2171,7600
4081,1718,5799
7160,1839,9000
245,2154,2400
-370,2870,2499
1039,2760,3800
1888,1911,3800
1640,3059,4699
1539,1460,2999
444,855,1300
394,1705,2100
-686,1554,868
-1869,2774,904
-922,1431,508
-845,1588,743
-22,895,872
-666,2366,1699
9638,1261,10900
-260,1360,1099
-2476,3776,1300
5260,1339,6600
2327,1572,3899
-1650,2850,1200
-415,1815,1399
-67,966,898
-411,1149,738
86,913,999
49,1250,1300
-454,1654,1200
-3078,4478,1399
10205,2894,13100
-180,1480,1300
-394,1180,786
-773,1247,474
308,1191,1500
211,988,1200
-524,1924,1399
-101,1062,961
-34,1134,1099
-727,2027,1300
-286,1986,1699
-516,1916,1399
-60,950,890
-518,1061,542
-1257,1831,574
-1061,2561,1500
15328,2671,18000
75,1724,1800
-812,1752,940
-429,1215,786
-251,2251,1999
1247,1252,2499
808,991,1800
-93,1993,1900
370,1929,2300
-544,1295,750
2634,3565,6199
16634,1865,18499
-6,1406,1399
-103,1013,909
-605,1544,939
14950,2649,17599
-45,1245,1200
-916,1680,764
-834,1817,982
-1604,2201,597
3868,1031,4900
-897,2397,1500
-524,1250,725
973,2526,3499
-1395,2395,999
-895,1741,845
-511,1333,821
-859,2759,1900
81,1018,1099
3515,1884,5400
-496,1273,776
-600,1368,768
12750,3449,16200
8157,2042,10199
-118,1418,1300
-306,976,669
-432,2332,1900
-170,3070,2900
1976,2223,4200
-1212,2412,1200
-187,1071,883
-212,950,738
-1469,1972,503
-537,1167,630
975,1224,2199
-841,1770,928
-148,1948,1800
-548,1471,922
1190,1209,2400
-141,1141,999
-246,1446,1200
523,2776,3300
-376,1108,731
-208,2308,2100
-531,3131,2600
-533,1531,998
-898,1299,401
-611,1058,447
2872,927,3800
-479,994,515
209,890,1099
14283,1416,15700
1775,2424,4200
-383,1383,999
-1477,2146,669
-191,1391,1200
-157,1033,876
-179,1279,1099
-613,1713,1099
-395,1041,646
646,1653,2300
-232,2832,2600
-610,1269,659
-79,1179,1099
411,688,1099
-872,2672,1800
-847,1326,478
-277,2477,2199
1884,1015,2900
2970,1829,4800
2963,1536,4500
-653,1587,934
-1353,2129,776
4378,1221,5600
683,2116,2799
5192,2507,7700
-472,1202,730
-712,1513,801
9971,2328,12299
-189,1189,999
-554,1554,999
-981,1783,802
-134,1090,955
16282,2717,18999
5173,2826,8000
-87,1038,951
3219,1280,4500
-134,1434,1300
-333,1287,954
-196,1896,1699
23,2276,2300
1186,2513,3699
7273,2026,9300
-851,2551,1699
128,2071,2199
-775,2475,1699
-327,872,544
-525,1825,1300
-703,1581,878
2177,1622,3800
-1701,3001,1300
-871,1650,779
-2501,3242,740
-1038,1837,799
-550,2050,1500
0,1900,1900
764,2335,3099
682,917,1599
-1011,2111,1099
-1493,2340,847
-383,1683,1300
-942,2442,1500
1695,1404,3099
-520,1391,871
-697,2397,1699
3304,1195,4500
-117,1217,1099
15051,2148,17200
241,1158,1399
-256,1032,776
211,1288,1500
456,743,1200
-73,3573,3499
-1490,2890,1399
-1537,2373,836
-1857,2676,819
-1185,2084,898
-1214,3514,2300
167,1232,1399
-770,1730,960
774,1225,1999
-862,2462,1599
1236,2663,3899
154,1545,1699
-1760,2568,807
-675,1644,969
-1138,2238,1099
-881,1566,685
2573,2526,5100
-1657,2857,1200
970,2229,3200
642,2257,2900
264,3335,3599
-18,1218,1200
-1027,1833,805
-402,1902,1500
-608,1258,649
893,1706,2600
-992,1592,600
-1214,2214,999
286,1813,2100
3282,1217,4500
754,2345,3099
863,3236,4099
-322,1422,1099
3691,3908,7600
-819,1425,605
-1446,3946,2499
-183,1383,1200
68,1431,1500
-784,2284,1500
-598,1288,689
3166,1833,5000
1871,1928,3800
61,1638,1699
352,2847,3200
-628,1620,991
-1051,2851,1800
-349,1549,1200
-376,1576,1200
512,3087,3599
-147,1447,1300
-473,1873,1399
-426,1726,1300
2073,1726,3800
1064,1735,2799
1056,3043,4099
-196,1171,975
-833,2733,1900
2006,1793,3800
-531,2731,2199
698,2201,2900
2176,4623,6799
460,2339,2799
-717,1445,728
2527,2972,5499
-281,1381,1099
1175,1524,2699
343,1056,1399
3850,1249,5100
-18,877,858
17091,1508,18600
-302,1029,726
-266,1206,940
138,1661,1800
8849,2250,11099
918,1481,2400
-780,1623,843
-664,1375,710
-469,1329,859
-739,1719,979
-342,1442,1099
-537,1383,845
365,1634,1999
383,1816,2199
82,1817,1900
-5,1205,1200
122,1277,1399
-659,1575,915
10197,1902,12100
246,1053,1300
-467,1467,999
-580,1363,782
-955,1305,349
1954,1445,3399
286,2813,3099
-392,1192,799
451,1648,2100
2608,1991,4600
52,1047,1099
-782,2682,1900
-927,2027,1099
1928,3571,5499
-1297,2797,1500
-420,1520,1099
-651,1515,863
-296,1070,774
40,2659,2699
286,1213,1500
-962,1644,682
14,1085,1099
-1146,2546,1399
-355,1351,995
-771,1871,1099
-1094,2094,999
1602,1297,2900
4258,1941,6199
-326,1121,795
5434,2565,8000
-806,2306,1500
219,1480,1699
-177,1163,985
130,2569,2699
3090,3109,6199
-348,1200,851
551,948,1500
-402,1602,1200
-83,1583,1500
1281,1118,2400
-936,2036,1099
-451,1134,683
-866,1506,639
-276,2176,1900
-786,1886,1099
-500,1900,1399
-188,1288,1099
-801,1560,759
15085,2514,17599
-1255,2555,1300
4146,4053,8199
-270,859,588
-317,890,573
-338,1111,773
-790,1614,824
-1248,1627,379
-578,1106,528
-527,2227,1699
-104,1504,1399
1822,3377,5200
-217,2217,1999
14900,1299,16200
-628,1351,723
-314,1264,950
-297,2897,2600
-465,1030,565
1070,1729,2799
1924,1675,3599
4195,1204,5400
-657,2057,1399
-1268,2072,804
-1287,1990,703
10881,2318,13200
3574,1925,5499
-67,2367,2300
-619,1400,781
304,995,1300
-269,1213,943
-378,1305,926
707,1392,2100
-1266,1789,523
-302,1024,721
-401,2201,1800
4241,1858,6099
-1093,1447,353
-1493,2493,999
382,1517,1900
500,1199,1699
588,1411,1999
-835,1315,480
-176,1976,1800
-227,1327,1099
3956,2443,6399
-306,972,666
-602,1302,699
-751,2351,1599
-1042,1608,566
-101,1401,1300
-882,2882,1999
-181,967,786
-471,1415,943
-875,2075,1200
-797,2597,1800
-947,1455,508
68,1131,1200
-557,1757,1200
-450,2250,1800
1024,1475,2499
369,1630,1999
-526,1228,701
-421,1344,922
-2195,2486,291
5299,2600,7899
5602,1497,7099
5859,1040,6899
7967,1632,9600
4166,1133,5299
-1352,2452,1099
4603,2196,6799
-227,1327,1099
1196,1403,2600
-353,1236,882
-200,925,725
1587,2812,4400
-64,1037,972
-319,1217,898
-1163,2363,1200
310,1589,1900
-324,1324,999
-88,1488,1399
505,2094,2600
2652,2147,4800
-309,2509,2199
15163,1536,16699
7683,2416,10099
-292,1992,1699
13768,1431,15200
-436,1096,659
-445,960,515
-1410,2710,1300
5495,2104,7600
3896,1603,5499
922,1977,2900
-237,1159,922
-729,1398,669
-940,2140,1200
-448,1295,847
-724,1268,543
-1884,2423,539
1488,1211,2699
-629,1323,694
-1563,2763,1200
3100,2499,5600
-98,1298,1200
-424,1119,694
13540,3559,17100
210,989,1200
-250,1078,827
-175,1175,999
1034,2465,3499
-455,1755,1300
1785,1914,3699
3657,2742,6399
-631,1489,858
1699,2200,3899
1756,1443,3200
-444,2844,2400
13106,2693,15799
94,1305,1399
8598,1901,10499
349,1550,1900
190,1909,2100
7459,2840,10300
709,990,1699
25,1474,1500
-1366,2566,1200
-1903,2526,623
1036,863,1900
80,1019,1099
-307,963,655
3935,1364,5299
6085,2214,8300
-138,1538,1399
504,1395,1900
8661,1238,9899
-1298,2051,752
1417,1982,3399
-327,1153,825
-69,1065,995
9456,2443,11899
-178,784,605
-65,1465,1399
-503,2003,1500
-209,1609,1399
1531,1268,2799
373,2726,3099
-1436,2108,672
137,1462,1599
2135,1964,4099
1445,2654,4099
-122,2022,1900
256,1243,1500
940,959,1900
-505,1260,755
380,2419,2799
6333,1066,7400
747,1452,2199
13947,2152,16100
169,1330,1500
-676,1776,1099
318,1681,1999
