Difference,Predicted,Test Data
-219,1045,825
-359,1032,673
-981,2381,1399
-1094,2494,1399
465,1234,1699
1926,2773,4699
-479,1478,999
-943,1302,358
-121,1031,909
-1504,2223,719
17812,1587,19400
-43,1243,1200
-302,1297,995
-965,1855,890
-486,1586,1099
-1048,1995,947
146,1353,1500
-229,900,671
-360,1760,1399
-1730,2545,815
-1073,2373,1300
3893,1106,5000
-396,1096,699
-863,1493,630
687,1812,2499
-233,1333,1099
-100,1200,1099
1713,886,2600
-546,1128,582
-1145,1840,694
-193,962,769
-270,1202,931
-1973,2602,629
-365,1565,1200
1275,1124,2400
-720,1537,817
19,865,884
-1057,1928,871
3862,3037,6899
671,2528,3200
-301,3101,2799
15513,1686,17200
237,1662,1900
82,1817,1900
-20,1720,1699
-203,1803,1599
-29,1829,1800
-402,1402,999
-412,1912,1500
-815,1576,761
-1090,1647,557
-1221,1657,435
2118,1481,3599
5428,1571,6999
-297,1187,890
-944,1599,654
-621,1338,716
-382,1213,831
-399,1399,999
-7,3307,3300
-392,1049,656
80,1019,1099
-1422,2141,719
-527,1237,710
-64,1364,1300
-635,1264,629
-868,1627,759
-69,1569,1500
-526,1526,999
-1773,3873,2100
-1031,1729,698
-863,1963,1099
748,1751,2499
-351,1551,1200
-11,2011,1999
-102,1202,1099
-781,2781,1999
-2024,4724,2699
-1066,2045,978
-713,1334,621
-551,1290,738
2494,1205,3699
-104,1104,999
-587,1687,1099
-547,1547,999
-1331,2020,689
-336,1636,1300
9839,2160,11999
-702,1398,696
500,1499,1999
-358,1224,865
10398,2401,12799
2196,1303,3499
-269,1212,943
-291,1137,845
-580,2780,2199
-1341,2120,779
-444,1744,1300
-323,1723,1399
6327,3172,9499
-969,1604,635
-743,1662,918
6622,1477,8099
-1400,3100,1699
6218,1881,8099
398,2101,2499
-72,2672,2600
-688,2188,1500
-842,2242,1399
11667,2632,14300
5852,2247,8099
243,2256,2499
-899,1312,413
-817,1793,975
-1137,1892,755
-534,1223,689
-195,1595,1399
-708,1808,1099
-165,1265,1099
11615,2984,14600
-968,1589,621
-740,1686,945
-629,1729,1099
-1071,1746,675
-493,1381,888
-417,1717,1300
-319,1136,817
-536,1164,627
-1007,1837,829
-1362,3562,2199
656,1143,1800
-446,1446,999
-1392,2592,1200
-1312,2185,872
-264,1264,999
4600,1299,5899
401,2998,3399
-26,914,888
-2129,2989,859
143,2556,2699
-46,1246,1200
-934,1343,409
1855,1444,3300
62,1637,1699
-131,2531,2400
-564,1115,551
-1207,2507,1300
-63,1051,988
-673,1497,824
30,1169,1200
2645,1454,4099
5555,2644,8199
21,1078,1099
-333,1063,730
981,1518,2499
-242,1199,957
-1117,2317,1200
146,1553,1699
-886,1694,807
-1249,2007,758
2804,1495,4300
-451,1086,635
1537,2462,3999
1281,1618,2900
-1017,2117,1099
-1938,2605,666
-702,1601,898
4527,2072,6600
-399,1321,922
248,1551,1800
-392,1492,1099
-85,1285,1200
499,2400,2900
-312,1512,1200
1802,2797,4600
-272,1372,1099
969,1530,2499
-596,1596,999
-67,1367,1300
-847,1791,943
-695,1633,937
426,1373,1800
-576,1500,923
-109,2709,2600
528,3171,3699
-288,1244,955
-178,1120,942
-500,1318,817
177,1422,1599
-222,1145,922
-1226,2426,1200
-1028,1848,819
-879,1691,812
-441,985,543
-1423,2250,826
-997,1374,377
9200,1699,10900
-251,1351,1099
764,1235,1999
181,2718,2900
-778,1878,1099
-313,1513,1200
73,1326,1399
-323,1167,844
-542,1742,1200
1379,1920,3300
2013,1686,3699
-1658,2079,420
1177,3322,4500
312,1287,1599
-901,1658,756
95,1304,1399
13112,1887,15000
-317,984,666
-205,1705,1500
-1323,2623,1300
-102,2102,1999
-306,1506,1200
4322,3877,8199
-106,1606,1500
9572,1327,10900
-377,2277,1900
781,2818,3599
-874,2274,1399
-484,1458,974
4658,2941,7600
-161,2261,2100
17939,1460,19400
-464,1764,1300
-748,2048,1300
-166,2266,2100
681,1718,2400
-42,2542,2499
-607,2107,1500
1862,2937,4800
-1225,2525,1300
-1518,1701,183
-189,1389,1200
-487,1466,978
-885,2785,1900
-141,1741,1599
-879,2079,1200
1417,2082,3499
-441,1541,1099
-1228,1343,115
-320,1320,999
-1048,1776,728
-189,1289,1099
-479,1401,922
5206,1593,6799
-158,1358,1200
5429,1670,7099
136,2163,2300
-420,1420,999
6094,3205,9300
1288,2311,3599
-682,1782,1099
-136,2736,2600
-169,1169,999
-519,1619,1099
-184,1284,1099
3976,2123,6099
513,1486,1999
-579,1679,1099
575,1524,2100
20,1679,1699
1604,2995,4600
-1321,3421,2100
4505,2394,6899
284,1815,2100
-1360,2660,1300
568,2131,2699
-448,1548,1099
-588,2988,2400
-834,1834,999
5695,2804,8500
-642,2842,2199
-412,1812,1399
-1080,2080,999
-381,1581,1200
3971,2928,6899
-341,1269,928
-458,1558,1099
-195,1795,1599
382,2217,2600
-632,1606,974
306,1593,1900
-307,1507,1200
-662,1528,865
-412,2512,2100
-287,1987,1699
-1352,2352,999
20084,2015,22099
-18,1018,999
-53,1153,1099
-575,1492,916
-31,1131,1099
216,1883,2100
-1079,2079,999
1943,1656,3599
-1085,1802,716
23,1076,1099
9841,1758,11599
4784,2315,7099
411,1688,2100
14,875,890
602,1597,2199
-172,2172,1999
-1082,2482,1399
-210,3310,3099
-733,1338,605
-381,1781,1399
-1079,1680,601
-1019,1727,707
-162,1362,1200
-1427,2427,999
-1010,1841,831
100,1799,1900
-1176,2176,999
-939,1328,388
423,876,1300
582,1017,1599
-1037,2437,1399
707,1992,2699
-271,1371,1099
-1350,1903,553
-195,1180,985
-484,1400,915
-1553,2172,619
-396,1095,698
-840,1940,1099
-43,1343,1300
4440,1859,6299
2206,1493,3699
-837,1610,773
394,1305,1699
-134,2934,2799
13947,1052,15000
66,1333,1399
-284,1384,1099
4281,1218,5499
-1844,3044,1200
-2050,2873,823
-1396,1853,457
-486,1120,633
3216,2683,5899
-423,1312,889
-1189,2389,1200
-659,1093,434
-1210,2310,1099
-721,1715,994
-1047,1995,947
132,858,991
-717,1595,878
8646,1353,10000
2877,2322,5200
-208,1148,940
-108,1208,1099
-701,975,274
-441,1541,1099
-252,1452,1200
-406,1506,1099
9029,3670,12700
-425,2925,2499
-944,1594,649
-1496,2123,627
-1423,2121,698
-789,1470,680
892,1507,2400
-895,2395,1500
-732,1447,714
3904,2095,5999
1747,1452,3200
10734,2565,13300
-1068,2368,1300
1454,2545,3999
-846,1475,629
1271,1628,2900
7087,2012,9100
887,1912,2799
2358,2341,4699
-1310,2610,1300
-450,1434,983
-1142,2442,1300
-637,1737,1099
-1186,2156,970
2235,2764,5000
2272,2427,4699
6595,2804,9399
-1423,2523,1099
-1156,2456,1300
-67,1967,1900
-157,1101,943
9630,2169,11799
-1139,2439,1300
958,1441,2400
-111,1111,999
-461,2361,1900
-526,2126,1599
2497,1402,3899
-302,1802,1500
-1134,3034,1900
-791,1255,464
-778,1278,499
1556,1743,3300
2366,1933,4300
-137,2937,2799
-1481,2238,756
-1840,2623,782
-409,1509,1099
5654,2845,8500
456,2043,2499
-1290,2990,1699
21,2178,2199
1745,2054,3800
8937,2662,11599
-733,1719,985
-139,1339,1200
565,2434,2999
-615,1290,675
838,3261,4099
-119,1319,1200
-484,1166,682
-256,1456,1200
-1098,2198,1099
-942,1588,646
-1502,2190,687
-440,1203,762
10545,2554,13100
7406,2093,9499
-557,1420,862
3475,2324,5799
-135,912,776
-1607,2342,734
270,1029,1300
-1018,1811,792
-1421,2067,646
2534,1465,3999
-446,1946,1500
-855,1493,637
-1815,2322,507
-1679,2779,1099
-1053,2053,999
-541,1941,1399
-2606,3334,728
-1903,2827,923
-905,2405,1500
-1837,2837,999
-1526,1997,471
15319,2180,17500
-271,1271,999
8600,1799,10400
490,2409,2900
-971,1690,719
-162,1962,1800
-645,1399,754
-66,1466,1399
219,1680,1900
-486,1786,1300
-1050,2150,1099
-346,2846,2499
-461,1861,1399
-1783,2488,705
-442,2542,2100
-3027,3855,827
1335,1864,3200
-420,1134,713
-98,988,890
2881,2418,5299
314,1985,2300
-49,1349,1300
-2071,3271,1200
-269,2869,2600
-456,1756,1300
-481,1412,931
1177,2022,3200
-428,1528,1099
470,1329,1800
-962,1874,911
892,3107,3999
1396,2303,3699
-367,1239,872
-870,1125,254
-415,1415,999
215,1784,1999
-450,1293,843
1557,2442,3999
1488,1611,3099
15452,3147,18600
2263,2336,4600
-428,1428,999
-1431,2631,1200
4803,2996,7799
92,2007,2100
470,1029,1500
-848,1948,1099
-859,1593,733
-725,1630,904
-601,1117,516
-777,1777,999
-36,1036,999
-224,982,758
-504,1604,1099
127,1072,1200
-819,1572,752
-453,1449,995
21,1478,1500
-35,3335,3300
-94,1078,983
-96,998,902
-310,1301,991
-333,1085,752
-549,1127,578
249,1750,1999
-536,1038,501
-1674,2670,995
-885,1296,410
653,3546,4200
-8,1508,1500
-427,951,523
-111,1211,1099
-115,1115,999
224,1875,2100
-888,2188,1300
-329,1108,779
3025,1274,4300
-330,1127,797
-717,2117,1399
-221,2221,1999
-832,1705,872
-177,1075,898
-37,866,829
59,940,999
177,1022,1200
-325,986,660
4511,1488,5999
-1438,3638,2199
-1125,2525,1399
1540,2359,3899
-1000,1707,707
-66,1266,1200
-63,1663,1599
15029,970,16000
635,2064,2699
531,2168,2699
-948,2848,1900
340,1259,1599
-1269,3169,1900
-148,1148,999
-577,1285,707
-815,1440,624
-1174,2005,831
-270,1770,1500
-1218,2418,1200
1896,2803,4699
-804,1557,752
2625,2674,5299
-109,1409,1300
1943,3456,5400
92,1007,1099
1790,1009,2799
-114,1414,1300
-1891,2991,1099
-449,1175,725
-465,1358,892
2,1897,1900
-1963,2623,659
-530,3530,2999
-1065,1550,485
4452,2247,6699
-977,1649,672
-1170,1996,825
-580,2580,1999
-1341,3441,2100
2083,2316,4400
-520,2320,1800
350,1349,1699
28,1171,1200
-624,1117,492
3032,3367,6399
6046,1253,7300
-679,2079,1399
-341,1085,743
-33,1033,999
-912,1497,585
-585,1449,863
-890,2290,1399
692,1507,2199
-904,1319,414
-570,1399,829
1591,1908,3499
-265,931,666
3351,2448,5799
-955,2055,1099
-1419,3119,1699
-638,1514,876
517,1582,2100
152,1147,1300
666,1733,2400
-150,1090,940
-1008,1869,860
-738,1119,381
-938,2638,1699
-1203,1676,472
-656,1186,530
-791,1705,913
-635,1350,714
1461,1338,2799
215,1284,1500
-1036,1690,654
-230,993,762
-99,2699,2600
-725,1635,909
275,1124,1399
-400,1349,949
-382,1184,802
-350,1095,745
1888,2411,4300
-88,1288,1200
873,1826,2699
1896,2603,4500
-691,1471,780
-1439,2272,833
-361,3461,3099
158,2041,2199
-302,1164,861
-1618,2000,382
-734,1468,733
-1013,1423,410
1211,1888,3099
1477,2322,3800
-1016,2316,1300
-598,1072,474
-446,1265,819
-32,1232,1200
2052,1747,3800
2674,1825,4500
-782,1765,982
-1852,2952,1099
-599,1257,658
-431,1153,721
3909,3590,7500
1270,1229,2499
-821,1542,721
-614,2714,2100
5016,2683,7700
242,1157,1399
-487,960,472
1991,1708,3699
-919,1862,943
825,1274,2100
-1088,1910,821
-221,1221,999
-1183,1739,556
-524,1031,507
-1210,1908,698
-131,1231,1099
-430,1428,998
-414,1408,994
-296,1696,1399
515,1784,2300
-266,1466,1200
3624,2975,6600
6807,4492,11300
5535,2364,7899
-267,2567,2300
7672,3327,10999
191,2208,2400
-64,1029,965
-1171,1956,784
1975,1724,3699
-712,1686,974
14324,2075,16399
-785,1374,588
3222,2877,6099
5738,2161,7899
-1663,1973,310
3404,2095,5499
-6,1106,1099
-458,1383,924
1052,1647,2699
-854,1610,756
-1507,2607,1099
-389,1084,694
125,1174,1300
1367,1432,2799
-198,984,786
1045,1354,2400
-100,2000,1900
638,1761,2400
1361,3138,4500
1654,1945,3599
-836,1836,999
-722,1591,869
28,1971,1999
750,1949,2699
240,1759,1999
-689,2189,1500
9054,2045,11099
1065,1334,2400
-1036,1555,518
-468,1261,792
-569,2269,1699
-545,1745,1200
-885,1383,497
-667,1613,945
499,1400,1900
1437,1462,2900
-99,1899,1800
3325,2574,5899
1560,3039,4600
-967,1846,878
1448,3351,4800
-387,1202,815
94,1405,1500
-14,1214,1200
2003,1696,3699
-466,2166,1699
3295,2904,6199
-353,2753,2400
-478,1226,748
149,1450,1599
-21,2921,2900
14796,1903,16699
220,1579,1800
-103,1303,1200
976,2223,3200
47,1152,1200
-1031,2431,1399
-966,2566,1599
-1319,2299,979
799,1500,2300
2840,2559,5400
1285,1814,3099
-2001,2851,850
-274,1974,1699
19732,2167,21899
-892,2592,1699
-1455,2555,1099
-594,1435,841
-2211,4011,1800
3989,2110,6099
-305,1183,878
4445,2154,6600
305,1294,1599
55,2544,2600
-449,1084,635
418,1281,1699
-190,1113,922
-221,1221,999
-558,1471,912
-400,1800,1399
-632,1513,881
306,1693,1999
1110,1189,2300
-933,1879,945
-79,2079,1999
-1788,2988,1200
2395,1904,4300
-467,2067,1599
-125,1325,1200
-774,2174,1399
-827,1411,584
-1071,1586,515
-1618,2099,480
-680,1400,720
-777,1451,674
-282,1482,1200
-660,1760,1099
-763,2163,1399
-868,2868,1999
-103,910,807
-1444,2544,1099
-1568,3268,1699
44,1055,1099
-291,1003,712
150,949,1099
-805,1805,999
-1084,2043,959
-2366,3366,999
-694,2694,1999
1686,1213,2900
-551,1233,682
623,1376,1999
-1183,2583,1399
-882,2082,1200
6078,1621,7700
-125,854,729
-1516,2816,1300
-1657,2437,780
9268,1431,10699
-3053,4153,1099
5001,1598,6600
5168,1631,6799
6641,1858,8500
-535,2235,1699
-1456,1977,521
2255,1644,3899
-1018,1587,569
-912,1883,971
-423,1823,1399
860,1639,2499
303,1596,1900
587,1812,2400
-711,1911,1200
457,2742,3200
350,1649,1999
787,3112,3899
-473,987,514
-295,1139,844
-520,1208,687
-1182,2282,1099
59,1140,1200
-153,1058,904
-15,1215,1200
6801,2298,9100
-676,1238,561
-1124,2524,1399
-721,1821,1099
432,967,1399
-1054,1586,532
4699,1700,6399
-1239,4339,3099
-838,1378,540
471,928,1399
-79,1379,1300
-1020,2820,1800
-1092,2022,929
-1554,3654,2100
-1038,1686,647
1025,1474,2499
2053,1346,3399
1200,1499,2699
2802,2497,5299
-7727,8701,974
-180,1180,999
-377,1230,853
1828,1571,3399
-224,1224,999
5674,2325,8000
2269,2930,5200
-307,1407,1099
-145,1345,1200
-386,1986,1599
-54,3054,2999
66,2533,2600
-408,1218,809
148,1251,1399
-402,1902,1500
-323,1523,1200
-227,1527,1300
-509,1202,693
9545,1754,11300
7252,1047,8300
1886,1013,2900
5211,1988,7199
17,1382,1399
-256,1256,999
291,808,1099
6007,2792,8800
-226,2026,1800
-304,1804,1500
-647,1566,918
-1471,2355,883
-16,1216,1200
297,2102,2400
-996,1477,480
-118,1418,1300
-446,1420,974
1573,2126,3699
-1079,2079,999
237,962,1200
-659,2759,2100
1435,1464,2900
-773,1707,934
-372,1472,1099
-531,1201,669
-284,1484,1200
-689,1441,752
172,2227,2400
-155,1255,1099
194,1605,1800
-706,1383,677
-651,1343,691
4467,2132,6600
-422,1092,669
-1721,2660,939
215,884,1099
-230,1124,893
-1229,1665,435
-404,1404,999
-357,3157,2799
1888,2711,4600
-497,1211,713
-563,1663,1099
-1335,1867,532
-369,1569,1200
-438,1838,1399
-36,1007,971
-641,2141,1500
-1627,2727,1099
-691,1518,826
-1733,2833,1099
-674,1442,768
753,1846,2600
-702,1492,790
-3181,4070,889
-421,1165,743
-630,1137,507
2660,2039,4699
-1028,1766,738
-360,2060,1699
-696,2696,1999
-27,1027,999
115,984,1099
759,1740,2499
-676,1043,367
1020,1279,2300
5266,2333,7600
4147,1652,5799
7196,1803,9000
147,2252,2400
-76,2576,2499
929,2870,3800
1515,2284,3800
1457,3242,4699
1323,1676,2999
408,891,1300
586,1513,2100
-629,1497,868
-1873,2778,904
-786,1295,508
-1061,1804,743
-161,1034,872
-647,2347,1699
9493,1406,10900
-650,1750,1099
-2067,3367,1300
5544,1055,6600
2303,1596,3899
-1096,2296,1200
135,1264,1399
-119,1018,898
-363,1101,738
61,938,999
13,1286,1300
-1154,2354,1200
-2223,3623,1399
10602,2497,13100
-211,1511,1300
-492,1278,786
-732,1206,474
314,1185,1500
218,981,1200
-823,2223,1399
-144,1105,961
-330,1430,1099
-1476,2776,1300
-39,1739,1699
-627,2027,1399
-263,1153,890
-507,1050,542
-1243,1817,574
-1909,3409,1500
15248,2751,18000
146,1653,1800
-1063,2003,940
-216,1002,786
-107,2107,1999
1296,1203,2499
505,1294,1800
-505,2405,1900
-17,2317,2300
-1007,1758,750
3263,2936,6199
16487,2012,18499
96,1303,1399
-143,1053,909
-670,1609,939
15162,2437,17599
-597,1797,1200
-809,1573,764
-929,1912,982
-1163,1760,597
3832,1067,4900
-796,2296,1500
-713,1439,725
1251,2248,3499
-1049,2049,999
-966,1812,845
-455,1277,821
-640,2540,1900
85,1014,1099
3061,2338,5400
-537,1314,776
-906,1674,768
12577,3622,16200
7470,2729,10199
-95,1395,1300
-404,1074,669
-419,2319,1900
-95,2995,2900
1594,2605,4200
-1378,2578,1200
-539,1423,883
-398,1136,738
-1039,1542,503
-1726,2356,630
994,1205,2199
-547,1476,928
458,1341,1800
-607,1530,922
1054,1345,2400
-168,1168,999
-84,1284,1200
451,2848,3300
-292,1024,731
-604,2704,2100
-149,2749,2600
-615,1613,998
-1037,1438,401
-732,1179,447
2554,1245,3800
-436,951,515
160,939,1099
14158,1541,15700
1482,2717,4200
-430,1430,999
-1018,1687,669
-281,1481,1200
-122,998,876
-274,1374,1099
-684,1784,1099
-419,1065,646
380,1919,2300
18,2581,2600
-439,1098,659
-361,1461,1099
120,979,1099
-1296,3096,1800
-632,1111,478
-383,2583,2199
1634,1265,2900
2433,2366,4800
3039,1460,4500
-1093,2027,934
-1608,2384,776
4647,952,5600
267,2532,2799
5116,2583,7700
-436,1166,730
-630,1431,801
9973,2326,12299
-278,1278,999
-636,1636,999
-753,1555,802
51,904,955
15612,3387,18999
4882,3117,8000
-78,1029,951
2988,1511,4500
148,1151,1300
-345,1299,954
25,1674,1699
-510,2810,2300
1153,2546,3699
7000,2299,9300
-754,2454,1699
-20,2220,2199
-555,2255,1699
-512,1057,544
-581,1881,1300
-662,1540,878
2291,1508,3800
-1488,2788,1300
-939,1718,779
-1948,2689,740
-1134,1933,799
-408,1908,1500
32,1867,1900
1041,2058,3099
-100,1700,1599
-1634,2734,1099
-1655,2502,847
-232,1532,1300
-585,2085,1500
1928,1171,3099
-441,1312,871
-488,2188,1699
3017,1482,4500
-219,1319,1099
14973,2226,17200
-384,1784,1399
-270,1046,776
255,1244,1500
-114,1314,1200
-178,3678,3499
-1023,2423,1399
-1471,2307,836
-1986,2805,819
-896,1795,898
-1671,3971,2300
149,1250,1399
-1210,2170,960
776,1223,1999
-865,2465,1599
1510,2389,3899
22,1677,1699
-1466,2274,807
-547,1516,969
-1330,2430,1099
-642,1327,685
2183,2916,5100
-1458,2658,1200
1378,1821,3200
1051,1848,2900
374,3225,3599
-358,1558,1200
-1191,1997,805
-278,1778,1500
-535,1185,649
829,1770,2600
-822,1422,600
-827,1827,999
489,1610,2100
2983,1516,4500
668,2431,3099
2075,2024,4099
-408,1508,1099
4994,2605,7600
-619,1225,605
-702,3202,2499
-74,1274,1200
112,1387,1500
-222,1722,1500
-742,1432,689
3134,1865,5000
1126,2673,3800
130,1569,1699
1040,2159,3200
-481,1473,991
-815,2615,1800
-749,1949,1200
-548,1748,1200
857,2742,3599
64,1235,1300
-153,1553,1399
-79,1379,1300
2206,1593,3800
1419,1380,2799
1777,2322,4099
-210,1185,975
-195,2095,1900
1071,2728,3800
-297,2497,2199
1029,1870,2900
3551,3248,6799
842,1957,2799
-1663,2391,728
2922,2577,5499
-312,1412,1099
925,1774,2699
377,1022,1399
3737,1362,5100
-37,896,858
16928,1671,18600
-389,1116,726
-472,1412,940
-137,1937,1800
8384,2715,11099
868,1531,2400
-1019,1862,843
-886,1597,710
-286,1146,859
-793,1773,979
-35,1135,1099
-580,1426,845
573,1426,1999
385,1814,2199
187,1712,1900
-263,1463,1200
71,1328,1399
-991,1907,915
9990,2109,12100
203,1096,1300
-711,1711,999
-679,1462,782
-971,1321,349
1828,1571,3399
177,2922,3099
-752,1552,799
573,1526,2100
2893,1706,4600
36,1063,1099
-1640,3540,1900
-1099,2199,1099
2172,3327,5499
-2321,3821,1500
-482,1582,1099
-682,1546,863
-692,1466,774
-644,3344,2699
261,1238,1500
-742,1424,682
98,1001,1099
-1292,2692,1399
-272,1268,995
-818,1918,1099
-1915,2915,999
1779,1120,2900
3578,2621,6199
-461,1256,795
5437,2562,8000
-827,2327,1500
120,1579,1699
-196,1182,985
280,2419,2699
4100,2099,6199
-429,1281,851
414,1085,1500
-397,1597,1200
-180,1680,1500
1286,1113,2400
-585,1685,1099
-676,1359,683
-729,1369,639
-517,2417,1900
-1102,2202,1099
-256,1656,1399
-443,1543,1099
-923,1682,759
15339,2260,17599
-1380,2680,1300
5089,3110,8199
-409,998,588
-410,983,573
-160,933,773
-595,1419,824
-898,1277,379
-456,984,528
-82,1782,1699
-187,1587,1399
2443,2756,5200
-129,2129,1999
14952,1247,16200
-792,1515,723
-637,1587,950
148,2451,2600
-587,1152,565
1316,1483,2799
2084,1515,3599
4292,1107,5400
-572,1972,1399
-2470,3274,804
-1296,1999,703
10799,2400,13200
3421,2078,5499
185,2114,2300
-527,1308,781
202,1097,1300
-448,1392,943
-584,1511,926
514,1585,2100
-1488,2011,523
-390,1112,721
-658,2458,1800
4443,1656,6099
-1205,1559,353
-1264,2264,999
152,1747,1900
413,1286,1699
291,1708,1999
-1083,1563,480
-1028,2828,1800
-283,1383,1099
4220,2179,6399
-364,1030,666
-506,1206,699
-568,2168,1599
-796,1362,566
-151,1451,1300
-783,2783,1999
-200,986,786
-538,1482,943
-1116,2316,1200
-2049,3849,1800
-787,1295,508
-306,1506,1200
-244,1444,1200
-510,2310,1800
722,1777,2499
88,1911,1999
-694,1396,701
-200,1123,922
-2031,2322,291
5437,2462,7899
5709,1390,7099
5628,1271,6899
8166,1433,9600
3947,1352,5299
-1012,2112,1099
4453,2346,6799
-326,1426,1099
1138,1461,2600
-428,1311,882
-350,1075,725
1048,3351,4400
-116,1089,972
-731,1629,898
-1490,2690,1200
155,1744,1900
-605,1605,999
-139,1539,1399
413,2186,2600
2339,2460,4800
139,2060,2199
14905,1794,16699
7395,2704,10099
-542,2242,1699
13738,1461,15200
-539,1199,659
-608,1123,515
-1373,2673,1300
5776,1823,7600
3629,1870,5499
781,2118,2900
-145,1067,922
-683,1352,669
-955,2155,1200
-808,1655,847
-762,1306,543
-1566,2105,539
1454,1245,2699
-560,1254,694
-1420,2620,1200
2798,2801,5600
-318,1518,1200
-610,1305,694
14292,2807,17100
-141,1341,1200
-411,1239,827
-76,1076,999
1113,2386,3499
-516,1816,1300
1455,2244,3699
2913,3486,6399
-628,1486,858
1419,2480,3899
1698,1501,3200
-221,2621,2400
13707,2092,15799
-69,1469,1399
8316,2183,10499
204,1695,1900
805,1294,2100
7733,2566,10300
799,900,1699
-22,1522,1500
-1732,2932,1200
-1703,2326,623
825,1074,1900
-47,1147,1099
-404,1060,655
4095,1204,5299
6169,2130,8300
-11,1411,1399
361,1538,1900
8547,1352,9899
-1361,2114,752
1420,1979,3399
-319,1145,825
12,983,995
9030,2869,11899
-278,884,605
-146,1546,1399
-431,1931,1500
-52,1452,1399
1665,1134,2799
304,2795,3099
-1005,1677,672
314,1285,1599
