Difference,Predicted,Test Data
-660,1760,1099
365,2234,2600
-486,1486,999
-301,1401,1099
-1061,2161,1099
3633,2466,6099
317,1682,1999
-681,1781,1099
-1099,3199,2100
-512,2212,1699
1399,3200,4600
-1851,3951,2100
5123,1776,6899
187,1912,2100
-1060,2360,1300
1342,1357,2699
-561,1661,1099
-90,2490,2400
-1100,2100,999
5374,3125,8500
-192,2392,2199
-481,1881,1399
-490,1490,999
-442,1642,1200
4888,2011,6899
-479,1407,928
-683,1783,1099
-612,2212,1599
423,2176,2600
-711,1685,974
75,1824,1900
-4,1204,1200
-777,1643,865
309,1790,2100
-253,1953,1699
-1065,2065,999
20396,1703,22099
-410,1410,999
-207,1307,1099
-668,1585,916
-158,1258,1099
185,1914,2100
-765,1765,999
1227,2372,3599
-854,1571,716
-179,1279,1099
9816,1783,11599
4453,2646,7099
-117,2217,2100
-293,1183,890
222,1977,2199
264,1735,1999
-552,1952,1399
993,2106,3099
-734,1339,605
-418,1818,1399
-879,1480,601
-1488,2196,707
-158,1358,1200
-979,1979,999
-715,1546,831
-10,1910,1900
-740,1740,999
-952,1341,388
61,1238,1300
406,1193,1599
-628,2028,1399
685,2014,2699
-282,1382,1099
-1397,1950,553
-542,1527,985
-349,1265,915
-1189,1808,619
-565,1264,698
-597,1697,1099
-24,1324,1300
4221,2078,6299
2210,1489,3699
-973,1746,773
-262,1962,1699
514,2285,2799
13658,1341,15000
209,1190,1399
-212,1312,1099
4337,1162,5499
-1988,3188,1200
-1142,1965,823
-1207,1664,457
-670,1304,633
3644,2255,5899
-715,1604,889
-397,1597,1200
-536,970,434
-612,1712,1099
-660,1654,994
-1417,2365,947
-413,1404,991
-191,1069,878
8531,1468,10000
3902,1297,5200
-225,1165,940
-454,1554,1099
-834,1108,274
-115,1215,1099
-224,1424,1200
-416,1516,1099
9173,3526,12700
10,2489,2499
-668,1318,649
-1243,1870,627
-1320,2018,698
-549,1230,680
678,1721,2400
-430,1930,1500
-630,1345,714
4249,1750,5999
1826,1373,3200
11430,1869,13300
-744,2044,1300
1394,2605,3999
-780,1409,629
1385,1514,2900
7050,2049,9100
1129,1670,2799
2803,1896,4699
-909,2209,1300
-504,1488,983
-848,2148,1300
-583,1683,1099
-732,1702,970
3022,1977,5000
2186,2513,4699
7486,1913,9399
-793,1893,1099
-517,1817,1300
554,1345,1900
-262,1206,943
10335,1464,11799
-406,1706,1300
1188,1211,2400
-479,1479,999
234,1665,1900
-123,1723,1599
2611,1288,3899
-136,1636,1500
-383,2283,1900
-1033,1497,464
-785,1285,499
1537,1762,3300
2982,1317,4300
1014,1785,2799
-1052,1809,756
-1114,1897,782
-109,1209,1099
6578,1921,8500
721,1778,2499
-504,2204,1699
479,1720,2199
2053,1746,3800
9474,2125,11599
-249,1235,985
70,1129,1200
1189,1810,2999
-874,1549,675
1835,2264,4099
-247,1447,1200
-669,1351,682
-1,1201,1200
-193,1293,1099
-841,1487,646
-639,1327,687
-715,1478,762
11131,1968,13100
7905,1594,9499
-441,1304,862
3651,2148,5799
-292,1069,776
-835,1570,734
61,1238,1300
-1006,1799,792
-929,1575,646
2773,1226,3999
-426,1926,1500
-993,1631,637
-1438,1945,507
-918,2018,1099
-703,1703,999
-179,1579,1399
-2595,3323,728
-1607,2531,923
-486,1986,1500
-1229,2229,999
-1707,2178,471
15710,1789,17500
-466,1466,999
8747,1652,10400
817,2082,2900
-976,1695,719
-22,1822,1800
-502,1256,754
113,1286,1399
501,1398,1900
-876,2176,1300
-570,1670,1099
524,1975,2499
-294,1694,1399
-1140,1845,705
-133,2233,2100
-1285,2113,827
1479,1720,3200
-699,1413,713
-613,1503,890
3174,2125,5299
416,1883,2300
24,1275,1300
-2181,3381,1200
84,2515,2600
-166,1466,1300
-594,1525,931
596,2603,3200
-396,1496,1099
518,1281,1800
-643,1555,911
1514,2485,3999
1645,2054,3699
-386,1258,872
-947,1202,254
-165,1165,999
365,1634,1999
-731,1574,843
2379,1620,3999
1671,1428,3099
16616,1983,18600
2204,2395,4600
-382,1382,999
-1062,2262,1200
5587,2212,7799
308,1791,2100
323,1176,1500
-904,2004,1099
-915,1649,733
-548,1453,904
-696,1212,516
-517,1517,999
-180,1180,999
-368,1126,758
-227,1327,1099
-319,1519,1200
-920,1673,752
-696,1692,995
-175,1675,1500
1214,2085,3300
-341,1325,983
-325,1227,902
-190,1181,991
-486,1238,752
-838,1416,578
592,1407,1999
-764,1266,501
-1131,2127,995
-816,1227,410
2107,2092,4200
246,1253,1500
-583,1107,523
73,1026,1099
-152,1152,999
329,1770,2100
-269,1569,1300
-618,1397,779
1936,2363,4300
-570,1367,797
-545,1945,1399
203,1796,1999
-970,1843,872
-462,1360,898
-198,1027,829
-87,1087,999
-105,1305,1200
-514,1175,660
4747,1252,5999
-73,2273,2199
-478,1878,1399
1698,2201,3899
-820,1527,707
26,1173,1200
-8,1608,1599
14191,1808,16000
967,1732,2699
1048,1651,2699
-697,2597,1900
153,1446,1599
-351,2251,1900
-349,1349,999
-665,1373,707
-669,1294,624
-1063,1894,831
-8,1508,1500
-991,2191,1200
2955,1744,4699
-1268,2021,752
2916,2383,5299
10,1289,1300
2906,2493,5400
-222,1322,1099
1531,1268,2799
-210,1510,1300
-1446,2546,1099
-589,1315,725
-713,1606,892
324,1575,1900
-1691,2351,659
224,2775,2999
-973,1458,485
3913,2786,6699
-522,1194,672
-889,1715,825
466,1533,1999
-354,2454,2100
2717,1682,4400
-183,1983,1800
464,1235,1699
61,1138,1200
-784,1277,492
4352,2047,6399
5765,1534,7300
-721,2121,1399
-529,1273,743
-386,1386,999
-1045,1630,585
-896,1760,863
-550,1950,1399
948,1251,2199
-867,1282,414
-526,1355,829
2029,1470,3499
-499,1165,666
3837,1962,5799
-1474,2574,1099
-213,1913,1699
-429,1305,876
628,1471,2100
8,1291,1300
1213,1186,2400
-226,1166,940
-406,1267,860
-855,1236,381
-385,2085,1699
-907,1380,472
-693,1223,530
-613,1527,913
-768,1483,714
1412,1387,2799
-18,1518,1500
-543,1197,654
-328,1091,762
765,1834,2600
-968,1878,909
305,1094,1399
-529,1478,949
-620,1422,802
-565,1310,745
2652,1647,4300
-963,2163,1200
940,1759,2699
1559,2940,4500
-822,1602,780
-914,1747,833
593,2506,3099
-227,2427,2199
-513,1375,861
-1639,2021,382
-678,1412,733
-900,1310,410
1194,1905,3099
1684,2115,3800
-554,1854,1300
-790,1264,474
-427,1246,819
-219,1419,1200
2258,1541,3800
2956,1543,4500
-383,1366,982
-1014,2114,1099
-772,1430,658
-474,1196,721
4733,2766,7500
1067,1432,2499
-880,1601,721
37,2062,2100
5418,2281,7700
158,1241,1399
-723,1196,472
2046,1653,3699
-1008,1951,943
808,1291,2100
-1348,2170,821
-438,1438,999
-812,1368,556
-648,1155,507
-818,1516,698
-196,1296,1099
-392,1390,998
-405,1399,994
-69,1469,1399
118,2181,2300
-202,1402,1200
3565,3034,6600
3573,7726,11300
5924,1975,7899
488,1811,2300
8509,2490,10999
120,2279,2400
-209,1174,965
-1124,1909,784
1597,2102,3699
-868,1842,974
14731,1668,16399
-733,1322,588
3675,2424,6099
6130,1769,7899
-1460,1770,310
3786,1713,5499
-125,1225,1099
-1099,2024,924
708,1991,2699
-621,1377,756
-984,2084,1099
-540,1235,694
-205,1505,1300
1350,1449,2799
-425,1211,786
1200,1199,2400
-484,2384,1900
221,2178,2400
1944,2555,4500
1639,1960,3599
-1314,2314,999
-637,1506,869
-146,2146,1999
743,1956,2699
-140,2140,1999
-947,2447,1500
8965,2134,11099
753,1646,2400
-1055,1574,518
-824,1617,792
-675,2375,1699
-482,1682,1200
-1120,1618,497
-727,1673,945
208,1691,1900
699,2200,2900
-532,2332,1800
2716,3183,5899
1147,3452,4600
-728,1607,878
1608,3191,4800
-721,1536,815
-293,1793,1500
-342,1542,1200
1642,2057,3699
0,1699,1699
2821,3378,6199
-744,3144,2400
-622,1370,748
-27,1627,1599
348,2551,2900
14464,2235,16699
-20,1820,1800
-723,1923,1200
442,2757,3200
-245,1445,1200
-638,2038,1399
-583,2183,1599
-1048,2028,979
140,2159,2300
3492,1907,5400
657,2442,3099
-871,1721,850
-362,2062,1699
19838,2061,21899
-926,2626,1699
-1472,2572,1099
-796,1637,841
-1051,2851,1800
4237,1862,6099
-443,1321,878
4222,2377,6600
73,1526,1599
-268,2868,2600
-504,1139,635
87,1612,1699
-246,1169,922
-335,1335,999
-608,1521,912
-389,1789,1399
-559,1440,881
572,1427,1999
951,1348,2300
-612,1558,945
356,1643,1999
-1793,2993,1200
2682,1617,4300
-132,1732,1599
-452,1652,1200
-648,2048,1399
-906,1490,584
-1072,1587,515
-1610,2091,480
-536,1256,720
-478,1152,674
-419,1619,1200
-635,1735,1099
-660,2060,1399
-849,2849,1999
-342,1149,807
-1077,2177,1099
-992,2692,1699
-104,1204,1099
-409,1121,712
-144,1244,1099
-439,1439,999
-352,1311,959
-1479,2479,999
-430,2430,1999
1459,1440,2900
-530,1212,682
489,1510,1999
-437,1837,1399
-317,1517,1200
6109,1590,7700
-599,1328,729
-634,1934,1300
-976,1756,780
8368,2331,10699
-1461,2561,1099
4840,1759,6600
5319,1480,6799
6906,1593,8500
213,1486,1699
-1340,1861,521
2661,1238,3899
-1088,1657,569
-1142,2113,971
-395,1795,1399
1029,1470,2499
182,1717,1900
821,1578,2400
-972,2172,1200
1448,1751,3200
447,1552,1999
1947,1952,3899
-857,1371,514
-527,1371,844
-740,1428,687
-723,1823,1099
-107,1307,1200
-607,1512,904
-40,1240,1200
6799,2300,9100
-1029,1591,561
-534,1934,1399
-654,1754,1099
-45,1445,1399
-1125,1657,532
4895,1504,6399
260,2839,3099
-724,1264,540
8,1391,1399
-67,1367,1300
-575,2375,1800
-683,1613,929
-2197,4297,2100
-1242,1890,647
1075,1424,2499
2078,1321,3399
1326,1373,2699
3588,1711,5299
-1830,2804,974
-446,1446,999
-440,1293,853
2117,1282,3399
-159,1159,999
6359,1640,8000
3031,2168,5200
-272,1372,1099
-55,1255,1200
-103,1703,1599
237,2762,2999
333,2266,2600
-636,1446,809
49,1350,1399
-242,1742,1500
-136,1336,1200
-601,1901,1300
-477,1170,693
10065,1234,11300
6917,1382,8300
1355,1544,2900
5223,1976,7199
-33,1433,1399
-220,1220,999
-77,1177,1099
6862,1937,8800
-22,1822,1800
-169,1669,1500
-176,1095,918
-755,1639,883
76,1123,1200
162,2237,2400
-951,1432,480
-72,1372,1300
-281,1255,974
1747,1952,3699
-566,1566,999
135,1064,1200
198,1901,2100
1508,1391,2900
-978,1912,934
-188,1288,1099
-653,1323,669
-61,1261,1200
-689,1441,752
500,1899,2400
-381,1481,1099
529,1270,1800
-657,1334,677
-728,1420,691
4306,2293,6600
-540,1210,669
-721,1660,939
-66,1166,1099
-413,1307,893
-1016,1452,435
-167,1167,999
532,2267,2799
983,3616,4600
-365,1079,713
-307,1407,1099
-982,1514,532
-669,1869,1200
-536,1936,1399
-86,1057,971
-380,1880,1500
-721,1821,1099
-334,1161,826
-1350,2450,1099
-640,1408,768
768,1831,2600
-360,1150,790
-1104,1993,889
-506,1250,743
-578,1085,507
2640,2059,4699
-557,1295,738
-232,1932,1699
44,1955,1999
-193,1193,999
-77,1177,1099
1206,1293,2499
-913,1280,367
1208,1091,2300
5962,1637,7600
3815,1984,5799
7340,1659,9000
705,1694,2400
376,2123,2499
1695,2104,3800
2008,1791,3800
2537,2162,4699
1497,1502,2999
194,1105,1300
428,1671,2100
-501,1369,868
-1530,2435,904
-1289,1798,508
-611,1354,743
-332,1205,872
-340,2040,1699
9715,1184,10900
-384,1484,1099
-1459,2759,1300
5352,1247,6600
2398,1501,3899
-1434,2634,1200
17,1382,1399
-362,1261,898
-467,1205,738
-65,1065,999
-85,1385,1300
-208,1408,1200
-1515,2915,1399
10388,2711,13100
-113,1413,1300
-556,1342,786
-890,1364,474
294,1205,1500
82,1117,1200
-642,2042,1399
-246,1207,961
-271,1371,1099
-356,1656,1300
-341,2041,1699
-455,1855,1399
-282,1172,890
-768,1311,542
-618,1192,574
-866,2366,1500
15940,2059,18000
384,1415,1800
-551,1491,940
-616,1402,786
319,1680,1999
1262,1237,2499
345,1454,1800
335,1564,1900
493,1806,2300
-749,1500,750
4032,2167,6199
16879,1620,18499
-17,1417,1399
-162,1072,909
-541,1480,939
15185,2414,17599
-329,1529,1200
-603,1367,764
-987,1970,982
-694,1291,597
3619,1280,4900
-347,1847,1500
-792,1518,725
788,2711,3499
-849,1849,999
-738,1584,845
-272,1094,821
-42,1942,1900
-3,1103,1099
3751,1648,5400
-325,1102,776
-919,1687,768
13406,2793,16200
8074,2125,10199
10,1289,1300
-459,1129,669
120,1779,1900
867,2032,2900
2202,1997,4200
-780,1980,1200
-475,1359,883
-440,1178,738
-1021,1524,503
-887,1517,630
856,1343,2199
-699,1628,928
250,1549,1800
-424,1347,922
1015,1384,2400
-220,1220,999
-57,1257,1200
1313,1986,3300
-319,1051,731
94,2005,2100
89,2510,2600
-498,1496,998
-900,1301,401
-812,1259,447
2774,1025,3800
-551,1066,515
-26,1126,1099
14570,1129,15700
2606,1593,4200
-238,1238,999
-1328,1997,669
-392,1592,1200
-279,1155,876
-408,1508,1099
-353,1453,1099
-485,1131,646
215,2084,2300
406,2193,2600
-508,1167,659
-115,1215,1099
63,1036,1099
-829,2629,1800
-855,1334,478
269,1930,2199
1603,1296,2900
2646,2153,4800
2753,1746,4500
-642,1576,934
-1670,2446,776
4281,1318,5600
901,1898,2799
5371,2328,7700
-469,1199,730
-678,1479,801
9970,2329,12299
-391,1391,999
-480,1480,999
-775,1577,802
-209,1165,955
16708,2291,18999
5375,2624,8000
-371,1322,951
3129,1370,4500
54,1245,1300
-512,1466,954
-508,2208,1699
45,2254,2300
1619,2080,3699
7123,2176,9300
-617,2317,1699
194,2005,2199
-628,2328,1699
-608,1153,544
-499,1799,1300
-975,1853,878
2160,1639,3800
-1025,2325,1300
-802,1581,779
-2654,3395,740
-809,1608,799
-111,1611,1500
114,1785,1900
1069,2030,3099
160,1439,1599
-1286,2386,1099
-643,1490,847
-123,1423,1300
-193,1693,1500
1802,1297,3099
-497,1368,871
-1054,2754,1699
3170,1329,4500
-34,1134,1099
15211,1988,17200
211,1188,1399
-339,1115,776
-22,1522,1500
95,1104,1200
964,2535,3499
-795,2195,1399
-1698,2534,836
-1493,2312,819
-796,1695,898
-1017,3317,2300
10,1389,1399
-813,1773,960
760,1239,1999
-684,2284,1599
1633,2266,3899
193,1506,1699
-1469,2277,807
-800,1769,969
-1607,2707,1099
-749,1434,685
2211,2888,5100
-958,2158,1200
1463,1736,3200
674,2225,2900
-253,3853,3599
-684,1884,1200
-1445,2251,805
-373,1873,1500
-841,1491,649
1040,1559,2600
-1362,1962,600
-968,1968,999
493,1606,2100
2691,1808,4500
364,2735,3099
1493,2606,4099
-614,1714,1099
5183,2416,7600
-987,1593,605
-1426,3926,2499
-438,1638,1200
40,1459,1500
-1118,2618,1500
-957,1647,689
3224,1775,5000
1894,1905,3800
-54,1754,1699
1550,1649,3200
-915,1907,991
-957,2757,1800
-896,2096,1200
-445,1645,1200
1126,2473,3599
-816,2116,1300
-99,1499,1399
-545,1845,1300
2235,1564,3800
1301,1498,2799
1615,2484,4099
-514,1489,975
-2101,4001,1900
1657,2142,3800
-259,2459,2199
904,1995,2900
3804,2995,6799
675,2124,2799
-788,1516,728
2830,2669,5499
-576,1676,1099
1007,1692,2699
58,1341,1399
3766,1333,5100
-252,1111,858
17299,1300,18600
-665,1392,726
-515,1455,940
96,1703,1800
8905,2194,11099
702,1697,2400
-595,1438,843
-714,1425,710
-384,1244,859
-437,1417,979
-330,1430,1099
-582,1428,845
645,1354,1999
607,1592,2199
408,1491,1900
-53,1253,1200
19,1380,1399
-679,1595,915
10190,1909,12100
73,1226,1300
-428,1428,999
-740,1523,782
-1129,1479,349
1969,1430,3399
935,2164,3099
-540,1340,799
805,1294,2100
2290,2309,4600
-357,1457,1099
-116,2016,1900
-429,1529,1099
3284,2215,5499
-690,2190,1500
-120,1220,1099
-277,1141,863
-729,1503,774
764,1935,2699
401,1098,1500
-672,1354,682
-47,1147,1099
-1109,2509,1399
-171,1167,995
-511,1611,1099
-491,1491,999
1785,1114,2900
4535,1664,6199
-522,1317,795
6183,1816,8000
-834,2334,1500
397,1302,1699
-283,1269,985
641,2058,2699
3523,2676,6199
-487,1339,851
329,1170,1500
-644,1844,1200
68,1431,1500
1131,1268,2400
-487,1587,1099
-863,1546,683
-747,1387,639
-365,2265,1900
-283,1383,1099
-279,1679,1399
-475,1575,1099
-528,1287,759
15657,1942,17599
-424,1724,1300
5995,2204,8199
-490,1079,588
-596,1169,573
-431,1204,773
-528,1352,824
-1537,1916,379
-822,1350,528
-546,2246,1699
0,1399,1399
2712,2487,5200
701,1298,1999
14906,1293,16200
-364,1087,723
-493,1443,950
678,1921,2600
-756,1321,565
778,2021,2799
2007,1592,3599
4293,1106,5400
-172,1572,1399
-1667,2471,804
-1083,1786,703
10920,2279,13200
3758,1741,5499
290,2009,2300
-580,1361,781
94,1205,1300
-280,1224,943
-932,1859,926
680,1419,2100
-1138,1661,523
-353,1075,721
-192,1992,1800
3791,2308,6099
-726,1080,353
-934,1934,999
185,1714,1900
468,1231,1699
509,1490,1999
-756,1236,480
-372,2172,1800
-400,1500,1099
4167,2232,6399
-558,1224,666
-570,1270,699
41,1558,1599
-984,1550,566
-63,1363,1300
-431,2431,1999
-492,1278,786
-454,1398,943
-824,2024,1200
-340,2140,1800
-778,1286,508
-409,1609,1200
-315,1515,1200
-24,1824,1800
1076,1423,2499
520,1479,1999
-418,1120,701
-593,1516,922
-1314,1605,291
5914,1985,7899
5798,1301,7099
5718,1181,6899
8281,1318,9600
4151,1148,5299
-433,1533,1099
4748,2051,6799
-239,1339,1099
915,1684,2600
-358,1241,882
-388,1113,725
2426,1973,4400
-263,1236,972
-397,1295,898
-602,1802,1200
151,1748,1900
-302,1302,999
-526,1926,1399
238,2361,2600
2995,1804,4800
-105,2305,2199
15083,1616,16699
8184,1915,10099
-74,1774,1699
13644,1555,15200
-606,1266,659
-598,1113,515
-730,2030,1300
5874,1725,7600
3869,1630,5499
876,2023,2900
-766,1688,922
-499,1168,669
-230,1430,1200
-505,1352,847
-915,1459,543
-1140,1679,539
1166,1533,2699
-933,1627,694
-918,2118,1200
4187,1412,5600
-295,1495,1200
-485,1180,694
15204,1895,17100
-63,1263,1200
-464,1292,827
-558,1558,999
510,2989,3499
-825,2125,1300
1619,2080,3699
4564,1835,6399
-450,1308,858
2002,1897,3899
1876,1323,3200
399,2000,2400
13331,2468,15799
114,1285,1399
8431,2068,10499
314,1585,1900
91,2008,2100
7595,2704,10300
402,1297,1699
145,1354,1500
-1209,2409,1200
-1387,2010,623
737,1162,1900
-106,1206,1099
-649,1305,655
4167,1132,5299
6603,1696,8300
-248,1648,1399
657,1242,1900
8822,1077,9899
-1166,1919,752
1594,1805,3399
-597,1423,825
-169,1165,995
10176,1723,11899
-575,1181,605
122,1277,1399
-566,2066,1500
-385,1785,1399
1725,1074,2799
1051,2048,3099
-803,1475,672
24,1575,1599
2040,2059,4099
1856,2243,4099
240,1659,1900
275,1224,1500
595,1304,1900
